# stan_version_major = 2
# stan_version_minor = 9
# stan_version_patch = 0
# model = eight_schools_ncp_model
# method = sample (Default)
#   sample
#     num_samples = 10000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = eight_schools.data.R
# init = 2 (Default)
# random
#   seed = 483892929
# output
#   file = eight_schools_ncp.output.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,tau,theta_tilde.1,theta_tilde.2,theta_tilde.3,theta_tilde.4,theta_tilde.5,theta_tilde.6,theta_tilde.7,theta_tilde.8,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8
-3.76257,0.910006,0.314544,4,15,0,7.11705,5.08885,3.21965,0.270471,0.209953,0.829202,-0.520655,-1.25354,0.851619,1.08015,-0.714993,5.95967,5.76483,7.75859,3.41252,1.05287,7.83077,8.56656,2.78682
-3.32165,0.995155,0.314544,4,15,0,6.97591,10.6228,4.89519,0.52229,-1.24059,0.161969,0.164459,-0.0804272,-0.942022,-0.6964,-0.101145,13.1795,4.54994,11.4157,11.4279,10.2291,6.01147,7.21383,10.1277
-3.41654,0.999935,0.314544,4,15,0,4.74045,10.0639,4.37567,0.318006,-1.11821,0.231287,-0.467651,-0.175699,-0.925694,-0.703892,-0.725014,11.4554,5.17098,11.0759,8.01762,9.29511,6.01337,6.9839,6.89148
-3.78706,0.962495,0.314544,4,15,0,8.29132,2.57165,14.8637,1.21459,1.04959,-0.283903,0.425136,-0.163109,0.728957,1.70047,0.829889,20.625,18.1724,-1.6482,8.89074,0.14725,13.4066,27.8468,14.9068
-2.57917,1,0.314544,4,15,0,4.94389,3.48976,6.11108,0.112671,-0.393158,-0.495804,-0.19439,0.26547,-1.03347,0.3961,0.992175,4.17831,1.08714,0.459863,2.30183,5.11207,-2.82584,5.91036,9.55303
-3.37434,0.946159,0.314544,4,15,0,5.87531,8.10371,1.70294,1.0141,0.015214,-1.15227,-0.101074,0.355651,-0.273131,0.101711,0.466221,9.83067,8.12962,6.14146,7.93159,8.70936,7.63858,8.27692,8.89766
-4.59773,0.999328,0.314544,3,7,0,9.71496,6.71702,0.862651,0.478798,-0.948384,-0.8083,0.189201,-0.0784432,-0.358587,-1.25436,0.190362,7.13005,5.89889,6.01974,6.88023,6.64935,6.40768,5.63494,6.88123
-3.51477,0.977504,0.314544,4,15,0,9.03891,7.61748,4.17211,-0.0830378,-0.825952,-0.0168265,-0.656867,0.689559,0.28552,1.0119,1.11375,7.27104,4.17152,7.54728,4.87696,10.4944,8.80871,11.8393,12.2642
-4.74223,0.931882,0.314544,4,15,0,11.6671,4.85523,1.22204,0.404441,0.822856,-0.213777,0.733645,-1.03699,-0.36514,-0.834812,-1.06912,5.34947,5.8608,4.59399,5.75178,3.58798,4.40901,3.83505,3.54872
-5.95467,0.972343,0.314544,3,7,0,9.78002,0.949319,9.43632,0.108462,-0.0979656,1.22454,0.916642,1.08292,0.848684,0.178013,-0.709169,1.9728,0.0248841,12.5045,9.59905,11.1681,8.95777,2.62911,-5.74262
-5.95467,0.570833,0.314544,4,15,0,11.9911,0.949319,9.43632,0.108462,-0.0979656,1.22454,0.916642,1.08292,0.848684,0.178013,-0.709169,1.9728,0.0248841,12.5045,9.59905,11.1681,8.95777,2.62911,-5.74262
-8.32752,0.99495,0.314544,4,15,0,13.4105,13.7947,0.699543,0.978803,-0.0392303,0.98536,0.140713,-0.116296,1.97719,0.596239,-0.764818,14.4794,13.7672,14.484,13.8931,13.7133,15.1778,14.2118,13.2596
-4.3965,0.952055,0.314544,3,7,0,16.8963,5.80049,1.2537,-0.122733,0.417097,-0.274438,-0.423296,0.472844,-1.28705,0.748511,-1.11169,5.64662,6.32341,5.45643,5.26981,6.3933,4.18692,6.7389,4.40677
-6.77939,0.900184,0.314544,4,15,0,10.0413,5.75169,3.90161,0.929745,-1.48384,0.0429339,0.710469,-1.99914,1.45726,-0.33893,0.743208,9.3792,-0.0376641,5.91921,8.52367,-2.04818,11.4373,4.42932,8.6514
-5.48298,0.975963,0.314544,4,15,0,11.3138,4.19034,2.31516,-0.302288,0.817021,1.24172,0.440048,1.82678,0.295868,0.54067,-0.150512,3.49049,6.08187,7.06511,5.20912,8.41963,4.87532,5.44207,3.84188
-2.63514,0.899382,0.314544,4,15,0,14.1623,8.12053,5.25136,0.406136,0.511859,-1.23428,-0.143918,-1.56408,-0.274443,-0.0384034,0.265728,10.2533,10.8085,1.63891,7.36476,-0.0930407,6.67933,7.91886,9.51596
-3.88257,0.985204,0.314544,4,15,0,6.791,2.32371,6.33995,1.0426,0.12793,-1.30345,0.683658,-0.99784,0.824059,-0.0946779,-0.509467,8.93373,3.13478,-5.94012,6.65807,-4.00255,7.54821,1.72346,-0.90628
-5.23859,0.979639,0.314544,4,15,0,8.35119,7.15087,4.95586,-0.645931,0.179323,-2.20452,1.29999,0.103511,-0.106974,0.877884,0.619201,3.94973,8.03957,-3.77439,13.5934,7.66385,6.62072,11.5015,10.2195
-7.09061,0.976587,0.314544,4,15,0,12.5621,8.5526,4.70082,1.57596,-0.558608,1.51129,-0.403317,-2.55811,-0.546179,1.19068,0.398799,15.9609,5.92668,15.6569,6.65668,-3.47262,5.98511,14.1498,10.4273
-7.11632,0.918403,0.314544,4,15,0,14.064,9.65438,1.43841,-0.779433,-0.3707,-0.817992,0.0102144,-0.0808903,-1.31116,-0.655764,-2.33107,8.53324,9.12116,8.47778,9.66907,9.53803,7.7684,8.71113,6.30135
-6.19858,0.969803,0.314544,4,15,0,14.3733,8.30156,3.19671,0.452248,0.905555,0.936107,1.47933,-1.68916,0.128575,-1.23282,-0.270221,9.74726,11.1964,11.294,13.0305,2.9018,8.71257,4.36059,7.43774
-6.4814,0.995323,0.314544,4,15,0,9.21687,0.17945,12.5907,0.916099,-0.0850466,-0.766968,-0.685425,0.97895,-0.225623,2.02685,1.39426,11.7138,-0.891349,-9.47723,-8.45055,12.5051,-2.66131,25.699,17.7342
-3.8438,0.78956,0.314544,4,15,0,11.0345,9.58732,2.64941,-0.0137071,0.370748,0.449907,0.588,-0.805059,-0.206962,-0.939844,-1.08065,9.551,10.5696,10.7793,11.1452,7.45439,9.03899,7.09728,6.72423
-5.01544,0.798561,0.314544,3,7,0,11.3165,14.2503,13.2684,-0.482378,-1.47822,-0.519435,0.302001,-1.3445,-0.729894,0.183682,0.620996,7.84996,-5.36328,7.35827,18.2574,-3.58895,4.56582,16.6875,22.49
-6.63106,0.709247,0.314544,4,15,0,14.915,-1.3498,7.61341,0.616201,0.658278,2.07839,1.51382,0.391238,-0.0564376,-0.0644587,0.535657,3.34159,3.66194,14.4738,10.1755,1.62885,-1.77948,-1.84055,2.72837
-3.24424,0.999332,0.314544,3,7,0,8.26378,3.86728,10.6755,1.45207,0.113716,-1.46024,-0.50286,-0.429055,-0.16965,1.76841,0.282569,19.3689,5.08126,-11.7216,-1.50101,-0.713102,2.05618,22.7459,6.88385
-3.0503,0.918078,0.314544,4,15,0,6.29667,2.11207,6.50893,1.15524,0.0899836,-0.242791,0.930338,-0.0845938,-0.232848,1.19113,1.66165,9.63143,2.69777,0.531768,8.16758,1.56146,0.596483,9.86509,12.9276
-4.3981,0.95058,0.314544,4,15,0,9.38782,3.7272,3.52364,1.40475,1.0178,-0.896054,0.0161364,-0.866375,-1.40239,1.04656,0.424832,8.67703,7.31358,0.569829,3.78406,0.674406,-1.21432,7.41492,5.22416
-4.32203,0.999711,0.314544,4,15,0,6.7845,5.44166,2.05213,0.899041,1.26335,-0.493961,0.133551,-0.301663,-1.35388,0.697918,0.860057,7.28661,8.03422,4.42799,5.71572,4.82261,2.66333,6.87388,7.20661
-2.52123,0.967305,0.314544,3,7,0,7.82823,8.80687,8.5972,1.10613,0.696276,0.0391559,-0.600919,-0.721614,0.136138,1.48066,-0.263646,18.3165,14.7929,9.1435,3.64065,2.60301,9.97727,21.5364,6.54026
-6.03082,0.885383,0.314544,3,7,0,9.90429,10.2827,4.27787,0.693765,1.20914,-1.10371,-0.291992,-0.995893,-0.851103,0.208781,2.27793,13.2505,15.4552,5.56112,9.03355,6.02236,6.64175,11.1758,20.0273
-2.81347,0.999114,0.314544,3,7,0,8.55665,5.52029,10.064,0.505285,0.698884,-0.786036,1.09506,-0.548455,0.76096,0.474722,0.851115,10.6055,12.5538,-2.39035,16.5409,0.000658088,13.1786,10.2979,14.0859
-4.27508,0.982706,0.314544,3,7,0,5.74171,-2.45637,7.70404,1.35022,-0.0583593,0.721869,-0.513838,0.379817,-0.591642,0.980568,-0.117501,7.94576,-2.90598,3.10493,-6.415,0.469748,-7.01441,5.09796,-3.36161
-3.82912,0.989286,0.314544,4,15,0,7.51145,10.0393,5.74827,-0.402543,0.819985,-0.92878,-0.481203,-1.81121,-0.95382,0.344715,-0.529295,7.72533,14.7528,4.70038,7.27317,-0.372046,4.55644,12.0208,6.99672
-5.49241,0.978912,0.314544,3,7,0,9.56786,12.5481,19.9796,0.136353,-0.906756,-0.591602,0.855345,0.0438036,-0.614584,0.339529,-0.396959,15.2723,-5.56861,0.728058,29.6376,13.4232,0.268874,19.3317,4.61696
-5.37336,1,0.314544,3,7,0,8.49611,4.03209,1.50087,0.325421,0.600189,1.66535,-0.72302,-1.13976,0.158703,0.189013,-0.910214,4.5205,4.93289,6.53156,2.94693,2.32146,4.27028,4.31577,2.66598
-11.0065,0.942204,0.314544,3,7,0,14.5766,12.6182,4.29216,1.52417,0.525637,-2.28311,0.414901,0.653408,2.15937,-0.277732,0.999506,19.1602,14.8743,2.81874,14.399,15.4227,21.8866,11.4261,16.9083
-8.98492,0.999502,0.314544,4,15,0,18.0419,5.39816,2.70879,-1.41728,-0.420651,-2.58226,-0.79023,-0.0553111,-0.932187,0.0235084,-1.82066,1.55903,4.2587,-1.59664,3.25759,5.24833,2.87306,5.46183,0.466359
-10.5211,0.959213,0.314544,4,15,0,18.9636,-1.49727,2.65819,0.0757645,0.307228,2.10302,0.0946639,-2.01898,0.46589,-0.574732,1.80699,-1.29587,-0.680598,4.09296,-1.24563,-6.8641,-0.258844,-3.02501,3.30606
-9.07317,0.991764,0.314544,4,15,0,19.6607,14.0921,1.89861,0.373303,0.289,-1.88888,-0.977528,1.91318,0.571417,0.344771,-0.51607,14.8009,14.6408,10.5059,12.2362,17.7245,15.177,14.7467,13.1123
-9.57794,0.988781,0.314544,4,15,0,17.7383,-1.52717,2.46266,0.15965,-0.899383,1.68758,1.85202,-1.34827,-0.361696,-0.616376,-0.733226,-1.134,-3.74205,2.62876,3.03374,-4.84752,-2.41791,-3.0451,-3.33286
-7.41086,0.960282,0.314544,3,7,0,14.063,1.05366,6.58714,-0.261896,-0.395607,1.29155,2.31228,-0.431934,0.138887,-0.439361,0.402858,-0.671484,-1.55225,9.56128,16.285,-1.79155,1.96853,-1.84047,3.70734
-5.60712,0.985739,0.314544,4,15,0,11.4097,6.91793,1.88809,1.70236,0.875976,-1.32605,-1.06245,0.0898938,0.390801,1.22218,-0.154796,10.1321,8.57185,4.41424,4.91193,7.08766,7.6558,9.22552,6.62566
-5.495,0.980309,0.314544,3,7,0,8.88107,2.03343,12.0668,-1.11515,0.533994,0.344293,0.380913,-0.286053,-0.444648,0.196262,1.58602,-11.4228,8.47703,6.18795,6.62983,-1.41831,-3.33204,4.40169,21.1717
-3.31284,1,0.314544,4,15,0,7.75402,2.19554,8.38588,-0.303504,0.946997,-0.342907,0.847486,0.221092,-0.0149787,0.131327,1.30455,-0.34961,10.1369,-0.680039,9.30245,4.04959,2.06993,3.29683,13.1354
-5.15016,0.95852,0.314544,3,7,0,8.1647,3.37491,6.83203,1.26128,-0.132967,-0.0358576,-0.440575,0.173397,0.010974,0.108505,2.61525,11.992,2.46647,3.12993,0.364883,4.55956,3.44988,4.11621,21.2423
-7.86354,0.942901,0.314544,4,15,0,13.4509,9.84644,4.09834,1.08481,-0.529813,-0.842272,0.625143,-2.77146,0.127413,-1.30214,1.15161,14.2924,7.67509,6.39452,12.4085,-1.51195,10.3686,4.50982,14.5661
-2.64402,0.985987,0.314544,3,7,0,11.0344,6.98156,8.15272,1.10164,1.24302,-0.0906255,-0.147089,0.266402,-0.664998,1.22183,0.00669106,15.9629,17.1156,6.24272,5.78239,9.15346,1.56002,16.9428,7.03611
-5.49219,0.920878,0.314544,4,15,0,8.19485,-2.78544,6.79381,2.20921,0.584709,-0.474014,1.05702,-0.464517,1.16617,0.696593,0.00309388,12.2235,1.18697,-6.0058,4.39574,-5.94128,5.13727,1.94708,-2.76442
-6.32481,0.974315,0.314544,3,7,0,10.6956,4.01349,8.87779,1.31837,1.09672,0.788083,1.11771,-0.301619,0.16825,2.32214,-1.20525,15.7177,13.7499,11.0099,13.9363,1.33578,5.50717,24.6289,-6.68643
-4.80693,0.821644,0.314544,4,15,0,11.2827,10.4719,1.09311,0.906862,0.330827,-0.55854,-1.13899,-0.0544901,-0.336284,-0.319794,1.00756,11.4632,10.8335,9.86137,9.22688,10.4123,10.1043,10.1223,11.5733
-3.34674,0.990738,0.314544,4,15,0,6.88342,5.83504,3.83178,0.970008,0.926919,-0.401367,-0.120173,0.0507265,1.24759,0.771316,0.788417,9.55189,9.38678,4.29709,5.37456,6.02941,10.6155,8.79055,8.85607
-3.79464,0.997096,0.314544,4,15,0,6.03708,10.4104,8.04197,0.901825,-1.61311,0.147692,0.0102056,-0.641029,-0.937647,1.32844,-0.165409,17.6629,-2.56211,11.5982,10.4925,5.2553,2.86991,21.0937,9.08022
-3.97074,0.989846,0.314544,3,7,0,6.08663,10.3657,4.62417,1.21253,-1.14246,0.416333,0.999077,-0.34015,-1.04211,0.32611,-0.575854,15.9726,5.08274,12.2909,14.9856,8.79276,5.54678,11.8737,7.70282
-5.00453,0.984388,0.314544,4,15,0,8.25816,6.40558,1.99196,-0.153942,0.931814,-1.20207,-1.35898,-0.398167,1.03556,0.778351,0.629538,6.09893,8.26172,4.0111,3.69854,5.61244,8.46838,7.95602,7.65959
-3.99926,0.989251,0.314544,4,15,0,9.67172,8.37695,2.2111,0.410156,-1.09113,0.950895,0.55013,0.836616,-0.567128,0.399044,0.115391,9.28385,5.96434,10.4795,9.59334,10.2268,7.12297,9.25928,8.63209
-4.51342,0.982222,0.314544,4,15,0,7.7586,7.47477,1.42003,0.353202,-1.09498,0.674609,0.341535,1.0737,-0.759217,0.786627,0.364333,7.97633,5.91988,8.43273,7.95976,8.99945,6.39667,8.5918,7.99213
-5.27375,0.942698,0.314544,3,7,0,10.3503,3.8021,2.77343,-0.697574,0.249738,1.06339,0.133294,0.685768,-1.16914,-0.807907,1.08157,1.86743,4.49473,6.75132,4.17178,5.70403,0.559578,1.56143,6.80175
-5.85682,0.978642,0.314544,4,15,0,9.23101,7.04952,0.837621,-1.22184,0.503158,0.302078,-0.0682897,-1.6084,0.784619,0.973774,0.525233,6.02609,7.47098,7.30255,6.99232,5.7023,7.70674,7.86518,7.48947
-8.33925,0.966806,0.314544,3,7,0,11.7078,5.5599,1.10027,-0.865447,1.44865,1.16184,0.687873,-1.89677,1.23501,1.36563,0.464157,4.60767,7.1538,6.83823,6.31674,3.47294,6.91875,7.06246,6.0706
-8.08497,0.979822,0.314544,3,7,0,14.4886,5.42109,6.35918,0.279861,2.34153,0.624201,-1.7775,-0.895949,-0.0420476,0.75383,1.49096,7.20078,20.3113,9.3905,-5.88232,-0.276406,5.15371,10.2148,14.9024
-5.72541,0.759102,0.314544,4,15,0,13.2105,6.28968,2.98674,0.55554,0.956884,-0.618783,-1.93241,-0.878842,0.378539,-0.528917,1.33704,7.94893,9.14764,4.44153,0.518068,3.6648,7.42028,4.70994,10.2831
-6.19794,0.979116,0.314544,4,15,0,12.0466,6.44086,2.1643,-0.00690078,-0.124301,1.60156,0.916615,-0.0749082,0.43706,0.617219,-2.07782,6.42593,6.17184,9.90713,8.4247,6.27874,7.38679,7.77671,1.94382
-4.42341,0.991254,0.314544,4,15,0,10.6166,7.77248,10.2758,0.523443,0.00571715,-1.83552,-0.71657,-0.365722,-0.528273,0.194055,1.88389,13.1513,7.83123,-11.089,0.409139,4.01439,2.34404,9.76656,27.131
-14.5578,0.398002,0.314544,4,15,0,17.5846,9.25081,0.00346634,-0.367865,-0.211577,2.41353,0.567904,-0.466601,0.529696,0.565906,-2.22009,9.24954,9.25008,9.25918,9.25278,9.2492,9.25265,9.25278,9.24312
-14.4955,0.999712,0.314544,4,15,0,20.212,5.23816,0.000305716,0.800892,-0.211287,-0.68072,0.574756,-0.562646,0.408914,1.74756,1.56372,5.2384,5.23809,5.23795,5.23833,5.23798,5.23828,5.23869,5.23863
-14.3953,0.99773,0.314544,4,15,0,17.8111,5.8209,0.000348239,0.266431,-0.0460239,0.233625,0.0560709,-0.0794422,-0.789671,0.230716,2.60689,5.82099,5.82088,5.82098,5.82092,5.82087,5.82062,5.82098,5.8218
-11.4756,0.944186,0.314544,4,15,0,17.1159,7.22908,0.00246903,1.60265,-0.651728,-0.493334,-1.19887,-0.0906328,-0.930281,-0.303714,0.249741,7.23303,7.22747,7.22786,7.22612,7.22885,7.22678,7.22833,7.22969
-9.89572,0.749936,0.314544,4,15,0,16.8945,10.4792,0.00873343,1.4165,-0.470712,-0.0169204,-0.141796,0.343093,-0.808792,0.474119,0.890194,10.4916,10.4751,10.479,10.4779,10.4822,10.4721,10.4833,10.487
-11.0557,0.953379,0.314544,4,15,0,14.9282,2.21744,0.0354259,1.70704,0.36243,0.909246,0.913985,-0.145664,-0.620752,-1.82224,-0.657317,2.27791,2.23028,2.24965,2.24982,2.21228,2.19545,2.15288,2.19415
-8.98734,0.999917,0.314544,4,15,0,15.5041,5.5815,0.152527,-1.39115,-0.293476,-0.847634,-0.729524,-0.166027,0.951004,2.10965,0.556263,5.36931,5.53674,5.45221,5.47023,5.55618,5.72655,5.90328,5.66634
-6.48565,0.990119,0.314544,4,15,0,11.9683,3.71199,0.645729,-1.87803,0.372622,0.112307,-0.824826,-0.285477,-0.992985,0.745444,0.471762,2.4993,3.95261,3.78451,3.17938,3.52765,3.0708,4.19335,4.01662
-5.00109,0.988115,0.314544,4,15,0,11.5961,9.47027,1.69515,0.576862,1.29364,-0.502536,-0.192301,-0.10818,1.53631,0.230101,-0.543596,10.4481,11.6632,8.61839,9.14429,9.28689,12.0746,9.86032,8.54879
-5.05021,0.977685,0.314544,4,15,0,9.94073,1.92571,3.03596,0.0487375,-1.47398,0.595057,0.440844,-0.221481,-0.699791,1.69574,0.0242419,2.07368,-2.54924,3.73228,3.2641,1.2533,-0.198828,7.0739,1.99931
-3.31166,0.994588,0.314544,4,15,0,8.23734,11.2907,4.91039,1.2103,0.750084,0.269141,-0.971349,-0.711158,0.247682,-0.0440413,0.00017409,17.2337,14.9739,12.6123,6.52099,7.79863,12.5069,11.0744,11.2916
-4.2067,0.954677,0.314544,4,11,0,6.65199,7.64598,5.13964,1.72723,0.799534,0.725065,-1.20933,-0.550679,0.312555,-0.11629,0.799399,16.5233,11.7553,11.3726,1.43047,4.81569,9.2524,7.0483,11.7546
-5.2327,0.982729,0.314544,4,15,0,9.7788,-2.36172,6.40305,0.288584,1.16636,-0.263699,0.112415,-0.434595,1.41103,1.61586,1.07021,-0.513905,5.10655,-4.05019,-1.64192,-5.14446,6.67317,7.9847,4.4909
-4.43529,0.986536,0.314544,4,15,0,9.74516,12.3405,3.50407,-0.450296,-0.79765,-0.629275,-0.679936,-0.44391,-1.46651,-0.799795,0.30614,10.7627,9.54553,10.1355,9.95801,10.7851,7.20179,9.53801,13.4133
-2.53167,0.954427,0.314544,4,15,0,9.52881,3.96665,9.19057,0.560507,0.14942,0.542433,0.0510943,-0.830893,0.980421,1.37554,-0.238993,9.11803,5.3399,8.95192,4.43623,-3.66974,12.9773,16.6086,1.77017
-3.90494,0.890852,0.314544,3,7,0,6.26515,2.24605,5.81233,2.01909,-0.170407,-0.53946,-0.0882156,-1.21353,-0.881274,0.795714,0.317079,13.9816,1.25559,-0.889463,1.73331,-4.80736,-2.8762,6.871,4.08902
-6.75508,0.964936,0.314544,4,15,0,8.46553,3.63837,1.71925,-0.142559,0.343135,0.89935,-2.19243,-0.977728,-0.716745,-0.810878,0.474015,3.39328,4.22831,5.18458,-0.130967,1.95741,2.40611,2.24427,4.45332
-6.27467,0.987173,0.314544,3,7,0,10.4688,3.48988,3.37706,0.30823,1.24305,1.06719,-1.42882,-1.32618,-1.43432,0.923008,-0.326747,4.5308,7.68775,7.09386,-1.33532,-0.9887,-1.35389,6.60694,2.38644
-9.86252,0.809919,0.314544,3,7,0,16.5292,1.91012,1.32995,0.853172,1.57138,2.28597,-1.80869,0.568268,0.122213,1.41507,0.249753,3.0448,3.99998,4.95035,-0.495356,2.66589,2.07266,3.79209,2.24228
-5.03084,1,0.314544,3,7,0,12.7165,4.0188,2.71307,0.430134,-0.199045,1.76149,-0.649983,0.136029,-0.864556,-0.829985,0.397096,5.18579,3.47878,8.79785,2.25536,4.38786,1.67321,1.767,5.09615
-7.97014,0.98024,0.314544,4,15,0,12.837,9.11635,0.418486,-1.81241,-0.641349,-2.03053,-0.0051534,-0.00886607,0.295648,-0.707303,-0.0952319,8.35788,8.84796,8.2666,9.11419,9.11264,9.24008,8.82035,9.0765
-4.26938,0.996496,0.314544,3,7,0,11.0429,3.399,6.51329,0.149349,0.693425,-0.802744,-0.038681,0.818393,-0.953977,-0.759034,-0.306263,4.37176,7.91549,-1.8295,3.14706,8.72944,-2.81453,-1.54481,1.40423
-6.73306,0.974823,0.314544,4,15,0,9.67224,4.06151,1.48417,-0.124809,-0.194872,-0.249741,0.563336,1.10392,-0.134003,-0.208287,2.57943,3.87627,3.77229,3.69085,4.8976,5.69992,3.86263,3.75238,7.88982
-4.59727,0.992154,0.314544,4,15,0,9.89771,9.20381,4.85217,1.74186,0.117226,-1.73798,-0.440163,-0.519744,0.529483,-0.695773,0.212584,17.6556,9.77261,0.770834,7.06806,6.68192,11.7729,5.8278,10.2353
-2.13953,0.993374,0.314544,4,15,0,7.08658,3.26674,7.55801,0.422321,0.249073,0.298625,0.472484,-0.293734,-1.12249,1.51524,0.275101,6.45864,5.14923,5.52375,6.83777,1.04669,-5.21707,14.719,5.34595
-6.97503,0.889656,0.314544,4,15,0,10.4812,7.98225,2.0953,-0.494627,-0.598876,0.99466,-1.92304,-0.244058,-1.2444,0.37319,-1.69253,6.94586,6.72743,10.0664,3.95291,7.47088,5.37486,8.7642,4.4359
-12.0637,0.919379,0.314544,4,15,0,16.3882,-2.96093,0.434748,-0.688938,0.33051,1.93487,-1.07135,-0.370691,-1.76649,-0.37643,-1.27835,-3.26045,-2.81724,-2.11975,-3.4267,-3.12209,-3.72891,-3.12459,-3.51669
-9.05556,1,0.314544,3,7,0,14.8082,0.673996,0.484852,-0.672869,-0.595316,1.42879,-1.20532,-0.675663,-1.88538,-0.308565,-0.543389,0.347755,0.385356,1.36675,0.0895946,0.3464,-0.240132,0.524388,0.410533
-7.84861,0.938781,0.314544,4,15,0,16.7702,4.49998,0.379516,-0.93275,-1.03596,1.15497,-1.31125,-0.643188,-1.48826,-0.0819344,-0.701401,4.14599,4.10682,4.93832,4.00234,4.25588,3.93516,4.46889,4.23379
-7.34338,0.998511,0.314544,4,15,0,11.2233,2.98319,3.21885,0.165971,0.410919,-0.698018,0.656762,-0.735866,-0.428324,3.02927,-1.40012,3.51743,4.30588,0.736381,5.09721,0.614552,1.60448,12.7339,-1.52359
-5.61024,0.995811,0.314544,3,7,0,10.4567,7.71196,4.1929,0.809343,0.584539,-1.28223,0.261616,0.290653,-0.368551,1.55582,-2.06578,11.1054,10.1629,2.33571,8.80889,8.93064,6.16666,14.2353,-0.949651
-4.52261,0.996968,0.314544,4,15,0,8.86604,10.745,6.05217,0.226918,-1.04952,0.40955,-0.455448,-1.52569,-0.188255,-0.698668,1.42297,12.1184,4.39314,13.2237,7.98859,1.51131,9.60569,6.51658,19.3571
-7.36041,0.969153,0.314544,3,7,0,9.30344,10.2637,1.88321,1.3612,-0.73698,0.586914,-1.16748,-1.00543,0.418919,-1.94304,0.856649,12.8272,8.87584,11.369,8.06512,8.37029,11.0526,6.60457,11.877
-7.62933,0.936842,0.314544,4,15,0,13.6911,1.58702,2.75916,-0.0313851,1.28552,1.39236,0.974698,1.54587,0.970777,0.615526,-1.36655,1.50042,5.13396,5.42875,4.27636,5.85231,4.26554,3.28535,-2.18351
-8.25888,0.966565,0.314544,4,15,0,16.4667,12.7566,7.83757,-0.29742,-0.824338,-1.88379,-0.447956,-2.57156,-1.19942,0.545293,1.61829,10.4255,6.29576,-2.00777,9.24568,-7.39822,3.35599,17.0303,25.44
-4.15564,0.953296,0.314544,4,15,0,13.8343,3.13247,4.40193,1.81203,0.641167,-0.162902,1.27856,-0.425159,-0.607478,0.822109,1.1917,11.1089,5.95484,2.41538,8.76059,1.26095,0.458394,6.75133,8.37824
-4.61173,0.980023,0.314544,4,15,0,8.44717,3.59455,7.47562,-0.322016,-1.18046,-1.02684,-0.0979019,0.628704,-0.614831,-0.0238007,0.742639,1.18728,-5.2301,-4.08175,2.86267,8.2945,-1.0017,3.41662,9.14623
-5.57978,0.949909,0.314544,4,15,0,8.06998,4.14556,0.836778,-0.388966,0.290427,-1.40398,0.222802,1.14187,-0.352632,0.938101,0.856494,3.82009,4.38859,2.97074,4.332,5.10106,3.85049,4.93055,4.86226
-4.42819,0.996809,0.314544,4,15,0,9.33757,9.51631,3.44697,0.564752,-0.63737,1.48558,-0.387457,-0.868321,0.337192,-0.764729,-0.663444,11.463,7.31931,14.637,8.18075,6.52323,10.6786,6.88031,7.22943
-8.20757,0.860559,0.314544,4,15,0,13.738,9.10719,1.06434,0.577868,-1.32677,0.0975428,-0.303565,-0.976091,-1.47626,2.51709,0.395569,9.72224,7.69505,9.21101,8.78409,8.06829,7.53594,11.7862,9.52821
-8.59505,1,0.314544,3,7,0,16.4889,4.59076,8.2692,-0.484394,-0.867969,1.36402,1.56921,-1.5694,-0.661773,2.02698,0.459801,0.585206,-2.58665,15.8702,17.5669,-8.38697,-0.881574,21.3523,8.39295
-6.70236,1,0.314544,4,15,0,13.3933,3.58925,2.06775,1.21444,1.07583,-0.149808,0.973147,0.105152,2.24293,-0.146914,-0.672247,6.10041,5.81381,3.27949,5.60148,3.80668,8.22709,3.28547,2.19921
-11.7642,0.911832,0.314544,4,15,0,16.3928,11.4039,0.408697,-0.995168,-0.795978,-1.9605,-1.13003,-1.93673,-1.6631,1.44598,-0.20895,10.9972,11.0786,10.6027,10.9421,10.6124,10.7242,11.9949,11.3185
-10.8503,0.99635,0.314544,3,7,0,17.0679,5.4907,0.282474,-1.05344,-1.80552,-2.84686,-0.450732,-0.332203,-0.928791,0.0914149,0.466603,5.19314,4.98069,4.68654,5.36339,5.39687,5.22835,5.51653,5.62251
-6.10447,0.995388,0.314544,3,7,0,13.9316,2.81481,0.411161,-0.559758,-1.40162,0.351029,0.827276,0.851441,-0.489056,-0.129103,0.0406988,2.58466,2.23851,2.95914,3.15495,3.16489,2.61373,2.76172,2.83154
